Time,Altitude,OrientationX,OrientationY,OrientationZ
124.0,637.5366,-10.0,17.077253,4.816337
125.0,644.0969,-10.0,17.578773,5.429793
126.0,653.387,-10.0,16.766525,5.7188206
127.0,654.73444,-10.0,16.090506,5.3138404
128.0,662.03436,-10.0,16.239624,5.97153
129.0,667.3542,-10.0,16.196497,5.168151
130.0,674.9665,-10.0,17.145853,5.7304115
131.0,677.88,-10.0,16.39892,5.6889434
132.0,686.82086,-10.0,16.713127,5.91987
133.0,691.06506,-10.0,16.672222,6.137659
134.0,700.93604,-10.0,15.7062,5.8044353
135.0,710.1728,-10.0,16.700285,6.3395004
136.0,718.8552,-10.0,16.95986,6.314822
137.0,720.015,-10.0,16.15184,5.9685326
138.0,728.804,-10.0,15.873425,6.631445
139.0,732.61395,-10.0,14.918669,6.5462303
140.0,738.567,-10.0,14.245453,5.6486335
141.0,746.6896,-10.0,13.962452,4.7606077
142.0,751.3556,-10.0,13.0880995,5.5307064
143.0,753.0446,-10.0,12.419019,5.6504517
144.0,755.9116,-10.0,13.257532,5.6401033
145.0,758.1658,-10.0,12.712036,6.299754
146.0,758.62933,-10.0,12.636768,5.3259687
147.0,764.69946,-10.0,11.767449,4.8454533
148.0,766.4104,-10.0,12.761582,5.6488533
149.0,773.8079,-10.0,13.634661,5.6371036
150.0,774.3593,-10.0,13.213071,5.8430924
151.0,777.8371,-10.0,13.241294,5.483512
152.0,780.3245,-10.0,13.996234,6.3995304
153.0,783.3704,-10.0,13.845131,6.0627637
154.0,788.17737,-10.0,13.514663,6.6985817
155.0,795.77454,-10.0,14.275637,5.9808617
156.0,802.9285,-10.0,14.204113,5.080361
157.0,808.8843,-10.0,14.808322,4.53862
158.0,815.95703,-10.0,15.192331,5.317354
159.0,816.5408,-10.0,15.459551,6.0179324
160.0,822.1444,-10.0,16.208767,5.0755644
161.0,823.1403,-10.0,16.227608,5.789363
162.0,832.1216,-10.0,16.673552,5.676419
163.0,838.7911,-10.0,15.754601,5.3236957
164.0,845.3193,-10.0,15.032938,4.9502473
165.0,846.4341,-10.0,14.463791,5.236958
166.0,853.27747,-10.0,13.533811,4.8685703
167.0,859.3354,-10.0,13.050304,4.65111
168.0,863.4258,-10.0,13.958433,4.579611
169.0,865.2529,-10.0,14.260703,5.5514297
170.0,865.929,-10.0,14.9354925,5.966655
171.0,873.39124,-10.0,14.746184,6.345298
172.0,882.19025,-10.0,13.903226,7.2515407
173.0,885.5143,-10.0,13.726299,6.5300283
174.0,886.0209,-10.0,12.94585,6.5945234
175.0,891.2112,-10.0,13.50783,6.9273553
176.0,899.35364,-10.0,14.287058,6.9229827
177.0,902.55817,-10.0,13.948456,7.057623
178.0,908.40393,-10.0,13.032668,6.8253655
179.0,909.8191,-10.0,12.43495,6.114482
180.0,919.1984,-10.0,13.42278,5.3258796
181.0,924.1058,-10.0,13.062922,4.793511
182.0,933.76514,-10.0,12.46856,5.281802
183.0,939.95905,-10.0,12.352787,5.4214864
184.0,943.3782,-10.0,12.656944,6.0478873
185.0,944.56464,-10.0,12.786916,5.723706
186.0,952.8597,-10.0,13.502573,6.3548174
187.0,959.7703,-10.0,12.54447,6.689661
188.0,964.71716,-10.0,11.739774,5.8066077
189.0,973.1499,-10.0,12.135743,5.5632534
190.0,976.787,-10.0,12.73073,6.0404205
191.0,981.90247,-10.0,11.730883,6.3164926
192.0,991.7548,-10.0,11.981501,6.64362
193.0,998.03845,-10.0,11.001419,5.9401197
194.0,1001.30023,-10.0,11.865475,6.763752
195.0,1001.30023,-10.0,12.248409,6.124753
196.0,1001.30023,-10.0,13.20394,6.4707866
197.0,1001.30023,-10.0,12.8672285,5.8459015
198.0,1001.30023,-10.0,13.578624,5.7506576
199.0,1001.30023,-10.0,13.958108,5.9874625
200.0,1001.30023,-10.0,14.844563,6.369213
201.0,1001.30023,-10.0,14.286755,5.691905
202.0,1001.30023,-10.0,13.675423,6.0102487
203.0,1001.30023,-10.0,12.8125,6.6662555
204.0,1001.30023,-10.0,13.649041,6.6065664
205.0,1001.30023,-10.0,13.843598,7.4647636
206.0,1001.30023,-10.0,14.7993765,7.297259
207.0,1001.30023,-10.0,14.549249,8.160684
208.0,1001.30023,-10.0,14.893241,9.050765
209.0,1001.30023,-10.0,15.376561,9.3189745
210.0,1001.30023,-10.0,15.667925,8.717017
211.0,1001.30023,-10.0,14.982831,8.301721
212.0,1001.30023,-10.0,14.678551,7.900623
213.0,1001.30023,-10.0,15.453547,7.177526
214.0,1001.30023,-10.0,16.163502,7.020239
215.0,1001.30023,-10.0,16.58581,7.1574845
216.0,1001.30023,-10.0,17.367937,7.1416154
217.0,1001.30023,-10.0,16.520823,8.013837
218.0,1001.30023,-10.0,17.364998,7.9668293
219.0,1001.30023,-10.0,17.804035,7.6923494
220.0,1001.30023,-10.0,17.375666,7.116638
221.0,1001.30023,-10.0,18.286057,6.3060465
222.0,1001.30023,-10.0,18.11636,5.8309684
223.0,1001.30023,-10.0,18.03403,5.3553343
224.0,1001.30023,-10.0,18.984798,4.7633333
225.0,1001.30023,-10.0,19.435324,3.9679613
226.0,1001.30023,-10.0,18.934227,3.7608495
227.0,1001.30023,-10.0,19.232716,3.287241
228.0,1001.30023,-10.0,18.824505,3.1790912
229.0,1001.30023,-10.0,18.996456,2.8987536
230.0,1001.30023,-10.0,19.654678,3.342382
231.0,1001.30023,-10.0,19.654007,4.034977
232.0,1001.30023,-10.0,20.537832,3.0934231
233.0,1001.30023,-10.0,20.759975,2.9834325
234.0,1001.30023,-10.0,21.405464,3.8328156
235.0,1001.30023,-10.0,22.09829,4.682111
236.0,1001.30023,-10.0,22.950914,5.365094
237.0,1001.30023,-10.0,22.550316,5.3317404
238.0,1001.30023,-10.0,23.420004,5.3555613
239.0,1001.30023,-10.0,22.820435,5.05658
240.0,1001.30023,-10.0,22.306002,5.2679515
241.0,1001.30023,-10.0,22.755049,5.6390033
242.0,1001.30023,-10.0,21.87492,5.226758
243.0,1001.30023,-10.0,22.363903,6.2177734
244.0,1001.30023,-10.0,21.955875,5.629234
245.0,1001.30023,-10.0,22.248384,5.9990144
246.0,1001.30023,-10.0,23.03632,5.3547277
247.0,1001.30023,-10.0,23.933064,5.8374367
248.0,1001.30023,-10.0,24.847464,6.811392
249.0,1001.30023,-10.0,24.872704,7.7176237
250.0,1001.30023,-10.0,25.830214,7.0199537
251.0,1001.30023,-10.0,25.086437,6.3519926
252.0,1001.30023,-10.0,25.9325,5.8619223
253.0,1001.30023,-10.0,25.832838,6.17373
254.0,1001.30023,-10.0,25.258785,5.252436
255.0,1001.30023,-10.0,25.250257,5.6313753
256.0,1001.30023,-10.0,25.265884,4.853912
257.0,1001.30023,-10.0,24.631815,5.0199986
258.0,1001.30023,-10.0,24.952137,4.0391197
259.0,1001.30023,-10.0,25.026875,3.7831426
260.0,1001.30023,-10.0,24.944595,3.0160606
261.0,1001.30023,-10.0,25.8828,3.3131459
262.0,1001.30023,-10.0,25.871107,4.2727785
263.0,1001.30023,-10.0,26.585886,3.515821
264.0,1001.30023,-10.0,26.056625,4.1478205
265.0,1001.30023,-10.0,26.623938,3.5280924
266.0,1001.30023,-10.0,27.14295,3.618541
267.0,1001.30023,-10.0,26.898932,3.5458226
268.0,1001.30023,-10.0,26.07869,3.7804708
269.0,1001.30023,-10.0,26.974253,3.442866
270.0,1001.30023,-10.0,26.561619,3.990771
271.0,1001.30023,-10.0,26.151237,3.4450588
272.0,1001.30023,-10.0,25.960493,4.005705
273.0,1001.30023,-10.0,25.987556,4.643717
274.0,1001.30023,-10.0,25.596916,3.883878
275.0,1001.30023,-10.0,26.264877,4.8371305
276.0,1001.30023,-10.0,27.262207,5.331573
277.0,1001.30023,-10.0,28.2059,5.290567
278.0,1001.30023,-10.0,27.722418,5.6608467
279.0,1001.30023,-10.0,27.399166,4.7278004
280.0,1001.30023,-10.0,27.3694,5.2530327
281.0,1001.30023,-10.0,26.806442,4.4104633
282.0,1001.30023,-10.0,26.966604,4.2148433
283.0,1001.30023,-10.0,27.592762,4.6677637
284.0,1001.30023,-10.0,27.468018,5.1571846
285.0,1001.30023,-10.0,27.1783,5.0459657
286.0,1001.30023,-10.0,26.752178,4.5664825
287.0,1001.30023,-10.0,27.53785,4.833487
288.0,1001.30023,-10.0,28.241848,5.617546
289.0,1001.30023,-10.0,28.115894,4.7321935
290.0,1001.30023,-10.0,28.588116,3.9437277
291.0,1001.30023,-10.0,28.479103,3.064429
292.0,1001.30023,-10.0,28.800186,2.5181074
293.0,1001.30023,-10.0,27.858942,2.502206
294.0,1001.30023,-10.0,28.501347,2.7065132
295.0,1001.30023,-10.0,27.925917,3.0250888
296.0,1001.30023,-10.0,27.696634,3.1667833
297.0,1001.30023,-10.0,28.038124,3.1281893
298.0,1001.30023,-10.0,28.809969,3.4849691
299.0,1001.30023,-10.0,28.01514,3.9792528
300.0,1001.30023,-10.0,27.377113,4.2943125
301.0,1001.30023,-10.0,27.470413,4.3841305
302.0,1001.30023,-10.0,27.47845,5.2015305
303.0,1001.30023,-10.0,28.339552,5.456241
304.0,1001.30023,-10.0,28.960482,5.9533625
305.0,1001.30023,-10.0,29.514763,5.013763
306.0,1001.30023,-10.0,30.223793,4.4634767
307.0,1001.30023,-10.0,30.233303,4.787945
308.0,1001.30023,-10.0,30.396496,4.2530527
309.0,1001.30023,-10.0,30.102848,4.391058
310.0,1001.30023,-10.0,29.838041,4.8560176
311.0,1001.30023,-10.0,29.615328,4.5575953
312.0,1001.30023,-10.0,28.649502,5.4354014
313.0,1001.30023,-10.0,28.660685,6.3657556
314.0,1001.30023,-10.0,28.520258,5.51639
315.0,1001.30023,-10.0,28.0134,5.7814226
316.0,1001.30023,-10.0,27.781704,6.6761513
317.0,1001.30023,-10.0,28.675125,7.3757586
318.0,1001.30023,-10.0,28.494568,6.848504
319.0,1001.30023,-10.0,27.920105,7.2711563
320.0,1001.30023,-10.0,26.965462,7.006535
321.0,1001.30023,-10.0,26.428778,6.4248257
322.0,1001.30023,-10.0,27.290842,5.784251
323.0,1001.30023,-10.0,28.255245,4.8754435
324.0,1001.30023,-10.0,27.87115,4.292986
325.0,1001.30023,-10.0,27.65203,4.6472178
326.0,1001.30023,-10.0,28.45207,5.043003
327.0,1001.30023,-10.0,28.381235,5.47212
328.0,1001.30023,-10.0,28.78577,4.5964465
329.0,1001.30023,-10.0,29.550274,5.300783
330.0,1001.30023,-10.0,28.865078,6.183243
331.0,1001.30023,-10.0,29.036137,5.3794594
332.0,1001.30023,-10.0,29.221153,6.084335
333.0,1001.30023,-10.0,30.066717,6.1225715
334.0,1001.30023,-10.0,29.107077,6.4203825
335.0,1001.30023,-10.0,29.526697,7.245376
336.0,1001.30023,-10.0,30.320986,7.2886786
337.0,1001.30023,-10.0,31.099522,7.483454
338.0,1001.30023,-10.0,30.713858,6.86021
339.0,1001.30023,-10.0,31.367502,7.5795093
340.0,1001.30023,-10.0,32.248524,8.250276
341.0,1001.30023,-10.0,31.39917,8.463265
342.0,1001.30023,-10.0,31.371387,8.11804
343.0,1001.30023,-10.0,30.43532,9.058341
344.0,1001.30023,-10.0,29.505203,9.747695
345.0,1001.30023,-10.0,30.025644,8.81967
346.0,1001.30023,-10.0,29.562124,9.276624
347.0,1001.30023,-10.0,29.545486,9.600408
348.0,1001.30023,-10.0,28.641745,8.972754
349.0,1001.30023,-10.0,29.222345,9.912051
350.0,1001.30023,-10.0,29.472761,10.040417
351.0,1001.30023,-10.0,29.182526,9.793193
352.0,1001.30023,-10.0,30.073467,10.451771
353.0,1001.30023,-10.0,30.096716,10.996958
354.0,1001.30023,-10.0,30.639002,10.646443
355.0,1001.30023,-10.0,30.454935,11.019804
356.0,1001.30023,-10.0,30.719149,10.050184
357.0,1001.30023,-10.0,30.747747,9.800828
358.0,1001.30023,-10.0,31.724506,10.461334
359.0,1001.30023,-10.0,31.586222,9.569811
360.0,1001.30023,-10.0,30.865572,9.7922325
361.0,1001.30023,-10.0,31.414333,9.476355
362.0,1001.30023,-10.0,30.94993,10.466018
363.0,1001.30023,-10.0,31.035414,9.510891
364.0,1001.30023,-10.0,30.708885,9.53762
365.0,1001.30023,-10.0,29.981913,9.124623
366.0,1001.30023,-10.0,30.910069,9.982036
367.0,1001.30023,-10.0,30.911484,10.805893
368.0,1001.30023,-10.0,30.77811,11.522919
369.0,1001.30023,-10.0,31.478321,11.640508
370.0,1001.30023,-10.0,30.58375,11.121735
371.0,1001.30023,-10.0,29.951303,11.891623
372.0,1001.30023,-10.0,30.768671,12.691545
373.0,1001.30023,-10.0,31.644115,13.674227
374.0,1001.30023,-10.0,30.705482,14.136066
375.0,1001.30023,-10.0,31.58072,13.522709
376.0,1001.30023,-10.0,31.465776,13.326465
377.0,1001.30023,-10.0,31.212463,13.168827
378.0,1001.30023,-10.0,30.368084,12.543048
379.0,1001.30023,-10.0,29.826008,11.8562355
380.0,1001.30023,-10.0,29.953543,11.293248
381.0,1001.30023,-10.0,29.794056,10.4889555
382.0,1001.30023,-10.0,29.261314,10.343713
383.0,1001.30023,-10.0,28.558636,11.013849
384.0,1001.30023,-10.0,27.868942,10.90606
385.0,1001.30023,-10.0,27.902641,11.818934
386.0,1001.30023,-10.0,27.15839,12.084841
387.0,1001.30023,-10.0,27.702438,12.859712
388.0,1001.30023,-10.0,27.776787,13.30903
389.0,1001.30023,-10.0,28.775948,13.332027
390.0,1001.30023,-10.0,28.186356,14.314769
391.0,1001.30023,-10.0,28.438204,15.150085
392.0,1001.30023,-10.0,28.417583,14.512845
393.0,1001.30023,-10.0,29.148682,14.382998
394.0,1001.30023,-10.0,29.190239,14.773722
395.0,1001.30023,-10.0,29.178648,15.617489
396.0,1001.30023,-10.0,28.993103,15.33909
397.0,1001.30023,-10.0,28.102499,15.003736
398.0,1001.30023,-10.0,28.21774,15.878709
399.0,1001.30023,-10.0,27.845198,16.296095
400.0,1001.30023,-10.0,27.831354,16.679909
401.0,1001.30023,-10.0,27.190502,16.098812
402.0,1001.30023,-10.0,26.740152,15.237988
403.0,1001.30023,-10.0,27.43841,14.971352
404.0,1001.30023,-10.0,28.263857,14.910082
405.0,1001.30023,-10.0,28.778826,15.09237
406.0,1001.30023,-10.0,29.326601,16.086159
407.0,1001.30023,-10.0,29.104528,16.56432
408.0,1001.30023,-10.0,29.302406,16.654099
409.0,1001.30023,-10.0,28.83779,15.728517
410.0,1001.30023,-10.0,29.328287,16.560326
411.0,1001.30023,-10.0,29.651997,15.957807
412.0,1001.30023,-10.0,29.94189,15.878562
413.0,1001.30023,-10.0,29.802061,16.71927
414.0,1001.30023,-10.0,30.394527,15.774609
415.0,1001.30023,-10.0,29.671604,16.427605
416.0,1001.30023,-10.0,29.011024,16.096416
417.0,1001.30023,-10.0,28.210464,15.372923
418.0,1001.30023,-10.0,27.355757,14.446225
419.0,1001.30023,-10.0,27.46206,15.297676
420.0,1001.30023,-10.0,26.837885,15.534535
421.0,1001.30023,-10.0,27.667757,16.46294
422.0,1001.30023,-10.0,27.40425,16.124868
423.0,1001.30023,-10.0,28.126505,17.055538
424.0,1001.30023,-10.0,27.884668,17.560757
425.0,1001.30023,-10.0,27.0846,17.366169
426.0,1001.30023,-10.0,26.901045,16.989172
427.0,1001.30023,-10.0,26.99372,17.704708
428.0,1001.30023,-10.0,26.001598,17.925232
429.0,1001.30023,-10.0,26.168652,17.447296
430.0,1001.30023,-10.0,26.817919,17.552591
431.0,1001.30023,-10.0,27.057425,17.629536
432.0,1001.30023,-10.0,26.768318,17.55908
433.0,1001.30023,-10.0,26.33522,16.794245
434.0,1001.30023,-10.0,26.903324,16.43634
435.0,1001.30023,-10.0,26.53639,15.887226
436.0,1001.30023,-10.0,26.769688,15.959997
437.0,1001.30023,-10.0,26.08545,16.051447
438.0,1001.30023,-10.0,25.96825,16.081472
439.0,1001.30023,-10.0,25.42314,15.828731
440.0,1001.30023,-10.0,25.2282,15.178805
441.0,1001.30023,-10.0,25.273598,14.801466
442.0,1001.30023,-10.0,25.635817,15.215338
443.0,1001.30023,-10.0,26.237852,14.389657
444.0,1001.30023,-10.0,26.096828,14.506888
445.0,1001.30023,-10.0,26.042513,15.342318
446.0,1001.30023,-10.0,26.36148,15.631325
447.0,1001.30023,-10.0,25.481737,16.162636
448.0,1001.30023,-10.0,24.562073,16.735357
449.0,1001.30023,-10.0,25.09214,16.391518
450.0,1001.30023,-10.0,25.719454,15.573968
451.0,1001.30023,-10.0,25.328163,15.99069
452.0,1001.30023,-10.0,25.998915,15.4509945
453.0,1001.30023,-10.0,26.334122,14.647422
454.0,1001.30023,-10.0,26.286715,13.92524
455.0,1001.30023,-10.0,25.60482,14.3572645
456.0,1001.30023,-10.0,25.737177,14.319193
457.0,1001.30023,-10.0,25.654915,14.393987
458.0,1001.30023,-10.0,25.446217,14.010573
459.0,1001.30023,-10.0,26.052784,14.741481
460.0,1001.30023,-10.0,25.296045,15.053053
461.0,1001.30023,-10.0,24.41905,14.172866
462.0,1001.30023,-10.0,23.543726,14.475431
463.0,1001.30023,-10.0,23.762678,14.079078
464.0,1001.30023,-10.0,24.421797,14.832512
465.0,1001.30023,-10.0,25.00608,14.153557
466.0,1001.30023,-10.0,24.372358,13.732613
467.0,1001.30023,-10.0,25.140207,13.39087
468.0,1001.30023,-10.0,24.248693,13.424995
469.0,1001.30023,-10.0,23.532656,13.731281
470.0,1001.30023,-10.0,22.940641,12.84705
471.0,1001.30023,-10.0,22.666641,12.405595
472.0,1001.30023,-10.0,23.518074,11.706084
473.0,1001.30023,-10.0,23.712212,10.807168
474.0,1001.30023,-10.0,24.504587,10.1755905
475.0,1001.30023,-10.0,24.759722,10.405106
476.0,1001.30023,-10.0,25.63312,11.026495
477.0,1001.30023,-10.0,25.976515,10.976046
478.0,1001.30023,-10.0,25.974104,11.623455
479.0,1001.30023,-10.0,25.989819,12.122947
480.0,1001.30023,-10.0,26.142254,11.441177
481.0,1001.30023,-10.0,27.007454,12.244379
482.0,1001.30023,-10.0,26.436895,11.64321
483.0,1001.30023,-10.0,27.039787,12.546796
484.0,1001.30023,-10.0,26.801628,13.283287
485.0,1001.30023,-10.0,27.615875,12.541424
486.0,1001.30023,-10.0,27.287718,12.704865
487.0,1001.30023,-10.0,27.256979,13.648837
488.0,1001.30023,-10.0,26.3341,12.935567
489.0,1001.30023,-10.0,26.172943,13.498063
490.0,1001.30023,-10.0,26.002335,12.89284
491.0,1001.30023,-10.0,26.816547,12.532075
492.0,1001.30023,-10.0,25.81966,13.234262
493.0,1001.30023,-10.0,25.444803,12.663681
494.0,1001.30023,-10.0,25.60949,13.265208
495.0,1001.30023,-10.0,26.397993,12.644606
496.0,1001.30023,-10.0,26.409376,12.725935
497.0,1001.30023,-10.0,26.153599,11.886275
498.0,1001.30023,-10.0,26.88234,11.487939
499.0,1001.30023,-10.0,27.865465,11.136029
500.0,1001.30023,-10.0,28.364841,11.029808
501.0,1001.30023,-10.0,29.26774,11.70529
502.0,1001.30023,-10.0,29.395805,12.369216
503.0,1001.30023,-10.0,29.097544,12.691988
504.0,1001.30023,-10.0,28.298634,13.311669
505.0,1001.30023,-10.0,28.596626,14.221743
506.0,1001.30023,-10.0,27.666636,14.471
507.0,1001.30023,-10.0,27.937077,14.764355
508.0,1001.30023,-10.0,28.213497,15.628801
509.0,1001.30023,-10.0,29.094767,15.023472
510.0,1001.30023,-10.0,28.858345,14.413472
511.0,1001.30023,-10.0,28.446358,15.269185
512.0,1001.30023,-10.0,28.94157,16.117203
513.0,1001.30023,-10.0,29.786566,15.322925
514.0,1001.30023,-10.0,29.578814,15.876918
515.0,1001.30023,-10.0,28.969927,16.45409
516.0,1001.30023,-10.0,28.326872,15.6759405
517.0,1001.30023,-10.0,29.255291,16.31519
518.0,1001.30023,-10.0,29.92076,16.701073
519.0,1001.30023,-10.0,30.506067,17.166489
520.0,1001.30023,-10.0,30.329115,16.901447
521.0,1001.30023,-10.0,30.851622,16.399908
522.0,1001.30023,-10.0,30.976786,17.30732
523.0,1001.30023,-10.0,30.390545,18.007902
524.0,1001.30023,-10.0,31.28342,18.784708
525.0,1001.30023,-10.0,32.002243,18.433489
526.0,1001.30023,-10.0,31.444592,19.089935
527.0,1001.30023,-10.0,30.741259,19.934427
528.0,1001.30023,-10.0,30.605347,19.033737
529.0,1001.30023,-10.0,30.625296,18.149672
530.0,1001.30023,-10.0,30.303185,17.721498
531.0,1001.30023,-10.0,30.931152,17.00504
532.0,1001.30023,-10.0,30.584116,16.804358
533.0,1001.30023,-10.0,31.00511,16.204811
534.0,1001.30023,-10.0,30.278147,15.2695875
535.0,1001.30023,-10.0,30.347784,14.4569025
536.0,1001.30023,-10.0,31.257904,14.525963
537.0,1001.30023,-10.0,31.165983,14.078347
538.0,1001.30023,-10.0,31.898611,14.269009
539.0,1001.30023,-10.0,31.40131,14.267482
540.0,1001.30023,-10.0,31.685486,14.611652
541.0,1001.30023,-10.0,32.11613,15.48338
542.0,1001.30023,-10.0,32.81832,15.320312
543.0,1001.30023,-10.0,33.81662,15.788116
544.0,1001.30023,-10.0,34.339256,15.540037
545.0,1001.30023,-10.0,33.665257,16.173065
546.0,1001.30023,-10.0,34.50029,16.892788
547.0,1001.30023,-10.0,34.839348,16.492151
548.0,1001.30023,-10.0,34.98953,17.039913
549.0,1001.30023,-10.0,34.63909,16.057222
550.0,1001.30023,-10.0,34.33349,15.292081
